label,Vmax,K,c,target_w,achieved_w,abs_err,loss,fA_end,fB_end,Environment,family,pair_idx
x_0067,0.9349766609261266,1.99647,1.142508411150684e-09,0.96225242954191,0.9618895459527866,0.00036288358912339724,4.7028419894855353e-07,0.4900826869851989,0.5099173130148011,G,aa,67
x_0068,0.9324446007865923,1.99647,1.0416637130199993e-09,0.9453926599257904,0.9452220357133152,0.0001706242124751567,6.741802079268114e-08,0.48617822450240045,0.5138217754975996,E,aa,68
x_0068,0.9281355654070009,1.99647,1.1397749150602555e-09,0.9177368150728116,0.918638415458927,0.0009016003861154198,4.53278050332984e-07,0.47942514603521585,0.5205748539647841,G,aa,68
x_0069,0.9221576435284577,1.99647,1.0904666330699588e-09,0.8813331737079992,0.8804158628066014,0.0009173109013977943,9.801098248308197e-08,0.4680230738446186,0.5319769261553813,E,aa,69
x_0069,0.9357716421369479,1.99647,1.1288272065630764e-09,0.967248088318659,0.9683408411418709,0.0010927528232118622,3.329886970771743e-07,0.49190527326486405,0.508094726735136,G,aa,69
x_0070,0.9501857614739229,1.99647,1.1843857191121313e-09,1.0688779225120066,1.0681229375008228,0.000754985011183873,1.0982195406969606e-06,0.5164905225359504,0.4835094774640496,E,aa,70
x_0070,0.9332877620250666,1.99647,1.0871356876385663e-09,0.951029757480961,0.9515855400911714,0.0005557826102103869,4.173943261799492e-08,0.4873106627044498,0.5126893372955502,G,aa,70
x_0071,0.9431240971869542,1.99647,1.243239990661207e-09,1.014115332485162,1.017822165680665,0.003706833195503023,6.201224719476109e-06,0.5044717706570688,0.4955282293429312,E,aa,71
x_0071,0.9347480251693938,1.99647,1.240101646709549e-09,0.9606925921198909,0.9615825643297518,0.0008899722098608676,2.2619654305655337e-06,0.49014605099973946,0.5098539490002605,G,aa,71
x_0072,0.9092737050168168,1.99647,1.142860033401184e-09,0.8058668991191075,0.8061730637943927,0.0003061646752852143,6.34025902419832e-07,0.4459237595013041,0.5540762404986959,E,aa,72
x_0072,0.9311730760870073,1.99647,1.1049590689737746e-09,0.9384256563249732,0.9375438356702149,0.0008818206547582808,1.3334166332104108e-07,0.4837127111971921,0.5162872888028079,G,aa,72
x_0073,0.9412500134332539,1.99647,1.0959493109799492e-09,1.0051065847994811,1.004622194036874,0.0004843907626070898,8.26538686932855e-08,0.5009417553698486,0.49905824463015136,E,aa,73
x_0073,0.9375032080857769,1.99647,1.1539631770727916e-09,0.9800674897264683,0.978419514815379,0.001647974911089256,6.368841722990879e-07,0.4942553143194504,0.5057446856805495,G,aa,73
x_0074,0.9414364196848973,1.99647,1.1287022288950416e-09,1.0054483681984934,1.0072938793942672,0.001845511195773808,3.15587268681443e-07,0.5019840752017224,0.49801592479827755,E,aa,74
x_0074,0.9378873780897391,1.99647,1.0997929504472138e-09,0.9813555268673178,0.9822235365890295,0.0008680097217117488,9.589136177300337e-08,0.49527839094544623,0.5047216090545538,G,aa,74
