timestamp_utc,family,strain,Vmax,K,c,SSE,n_points,use_log,optimizer,N0_cells,OD_to_cells,R2
2026-01-10T02:01:13.593717+00:00,aa,aacA16,0.8038221337934536,1.999368539464548,1.5255399988887311e-09,461.127483943368,145,False,de,107000000.0,1000000000.0,0.8494528563107644
2026-01-10T02:01:23.846961+00:00,aa,aacA17,0.1287589214939368,0.0501070316169013,2.228347011715119e-09,390.5514124800631,145,False,de,99333333.33333334,1000000000.0,0.9125526861220852
2026-01-10T02:01:33.092191+00:00,aa,aacA2,0.8610201130318712,1.9994388892926285,9.308545958023347e-10,787.2703306131096,145,False,de,126333333.33333331,1000000000.0,0.9813961634918328
2026-01-10T02:01:41.377550+00:00,aa,aacA27,0.7265151561360217,1.999818190038003,1.236935557722781e-09,3853.1200526206,145,False,de,109000000.0,1000000000.0,0.9513019454611048
2026-01-10T02:01:49.410576+00:00,aa,aacA28,0.8596268242763851,1.998272782312376,1.5349031157254007e-09,1777.311530810806,145,False,de,113333333.33333331,1000000000.0,0.9073927205064574
2026-01-10T02:01:57.101349+00:00,aa,aacA29,1.018632908147825,1.9980804866968216,1.157172836993995e-09,560.4262470035507,145,False,de,110000000.0,1000000000.0,0.9595767849295264
2026-01-10T02:02:05.593783+00:00,aa,aacA3,0.7549534643614633,1.999814245628432,1.1557919285135363e-09,128.02905826012386,145,False,de,111333333.33333334,1000000000.0,0.9617523594211608
2026-01-10T02:02:12.584158+00:00,aa,aacA30,0.3993376155920181,0.6914734232816484,1.219446942105949e-09,963.1040842198936,145,False,de,104000000.0,1000000000.0,0.9464601256463278
2026-01-10T02:02:21.610518+00:00,aa,aacA31,0.9051296986114428,1.9991542954616124,1.1461796857375122e-09,1216.7683410018408,145,False,de,119666666.66666666,1000000000.0,0.9755487175051192
2026-01-10T02:02:30.355438+00:00,aa,aacA34,0.7617003366301961,1.9979551941916749,1.0429757942539704e-09,224.6397195048424,145,False,de,128333333.33333331,1000000000.0,0.9740868709791768
2026-01-10T02:02:37.137635+00:00,aa,aacA35,0.4581018940233845,0.7060957727842574,1.2177698000294747e-09,399.4316591999453,145,False,de,104000000.0,1000000000.0,0.9437261320531388
2026-01-10T02:02:44.479332+00:00,aa,aacA37,0.8304604268090608,1.9989522208176107,9.36633728834604e-10,119.26496858848672,145,False,de,129333333.33333331,1000000000.0,0.973904744439919
2026-01-10T02:02:52.234878+00:00,aa,aacA38,0.8618188039437629,1.9992195868260785,1.1167010281289267e-09,900.3959476710475,145,False,de,124333333.33333334,1000000000.0,0.9498962254726026
